"","x"
"1",0.318762946714804
"2",0.318762946714804
"3",0.318762946714804
"4",0.318762946714804
"5",0.318762946714804
"6",0.318762946714804
"7",0.318762946714804
"8",0.318762946714804
"9",0.318762946714804
"10",0.318762946714804
"11",0.318762946714804
"12",0.318762946714804
"13",0.318762946714804
"14",0.318762946714804
"15",0.318762946714804
"16",0.318762946714804
"17",0.318762946714804
"18",0.318762946714804
"19",0.318762946714804
"20",0.318762946714804
"21",0.318762946714804
"22",0.318762946714804
"23",0.318762946714804
"24",0.318762946714804
"25",0.318762946714804
"26",0.318762946714804
"27",0.318762946714804
"28",0.318762946714804
"29",0.318762946714804
"30",0.318762946714804
"31",0.318762946714804
"32",0.318762946714804
"33",0.318762946714804
"34",0.318762946714804
"35",0.318762946714804
"36",0.318762946714804
"37",0.318762946714804
"38",0.318762946714804
"39",0.318762946714804
"40",0.318762946714804
"41",0.318762946714804
"42",0.318762946714804
"43",0.318762946714804
"44",0.318762946714804
"45",0.318762946714804
"46",0.318762946714804
"47",0.318762946714804
"48",0.318762946714804
"49",0.318762946714804
"50",0.318762946714804
"51",0.318762946714804
"52",0.318762946714804
"53",0.318762946714804
"54",0.318762946714804
"55",0.318762946714804
"56",0.318762946714804
"57",0.318762946714804
"58",0.318762946714804
"59",0.318762946714804
"60",0.318762946714804
"61",0.318762946714804
"62",0.318762946714804
"63",0.318762946714804
"64",0.318762946714804
"65",0.318762946714804
"66",0.318762946714804
"67",0.318762946714804
"68",0.318762946714804
"69",0.318762946714804
"70",0.318762946714804
"71",0.318762946714804
"72",0.318762946714804
"73",0.318762946714804
"74",0.318762946714804
"75",0.318762946714804
"76",0.318762946714804
"77",0.318762946714804
"78",0.318762946714804
"79",0.318762946714804
"80",0.318762946714804
"81",0.318762946714804
"82",0.318762946714804
"83",0.318762946714804
"84",0.318762946714804
"85",0.318762946714804
"86",0.318762946714804
"87",0.318762946714804
"88",0.318762946714804
"89",0.318762946714804
"90",0.318762946714804
"91",0.318762946714804
"92",0.318762946714804
